20201223,浦东,北蔡,满五唯一+精装带地暖+三房2卫+有车位+高区景观必看好房,1070万,3室2厅 | 119.33平米 | 南 北 | 精装 | 中楼层(共20层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_zqJfQJijU_1.jpg.296x216.jpg
20201223,浦东,北蔡,上下两层， 满五年唯一 有车位 精装修 有120平地下室,1200万,3室2厅 | 110平米 | 北 南 | 精装 | 低楼层(共20层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Y7RwnxU7n_1.jpg.296x216.jpg
20201223,浦东,北蔡,一手动迁，税费少，精致小三房，户型方正，13号地铁,420万,3室1厅 | 82.73平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_cQEKuui08_1.jpg.296x216.jpg
20201223,浦东,北蔡,莲泰苑 3室2厅 南,1100万,3室2厅 | 160.42平米 | 南 | 简装 | 高楼层(共12层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZrWrIU2Zp_1.jpg.296x216.jpg
20201223,浦东,北蔡,一梯一户 房东自住精装修  双阳台  低楼层,530万,2室2厅 | 110.27平米 | 南 | 精装 | 低楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_thlVtux2f_1.jpg.296x216.jpg
20201223,浦东,北蔡,全明两房户型，近地铁交通便利，诚意出售,750万,2室2厅 | 99.51平米 | 南 | 简装 | 低楼层(共14层) | 2006年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_JmNPbJlOj_1.jpg.296x216.jpg
20201223,浦东,北蔡,7/13号线 双轨 满五唯一 04年户型方正电梯大四房,960万,4室2厅 | 155.04平米 | 南 | 简装 | 低楼层(共14层) | 2004年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_W98Z7wam8_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一+一楼双天井，低楼层，边套全明,385万,2室2厅 | 69.46平米 | 南 | 简装 | 低楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_h5HxZQj7Z_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一   中间楼层  两房朝南  精装修保养好,458万,3室1厅 | 80.48平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_fdoTNB8s8_1.jpg.296x216.jpg
20201223,浦东,北蔡,02年商品房  一梯两户  小区安静  出门就是商场,635万,6室2厅 | 106.07平米 | 南 | 精装 | 高楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_b92DrPpya_1.jpg.296x216.jpg
20201223,浦东,北蔡,低楼层带天井适合老人居住满五唯一税费少房主自荐,475万,3室2厅 | 88.19平米 | 南 | 毛坯 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_dR0xieTga_1.jpg.296x216.jpg
20201223,浦东,北蔡,双南全明大两房 带有天井20平 看房随时,398万,2室1厅 | 72.57平米 | 南 | 精装 | 低楼层(共7层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_VEsZ4GfY7_1.jpg.296x216.jpg
20201223,浦东,北蔡,房子满五年 唯一 目前自住 看房随时方便 户型正房主自荐,507万,3室1厅 | 109.53平米 | 南 北 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0PIip3WVf_1.jpg.296x216.jpg
20201223,浦东,北蔡,此房户型好，满五唯一 税费少  中间楼层 视野开阔,520万,2室2厅 | 83.45平米 | 南 | 毛坯 | 中楼层(共8层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_KPBCA5dXo_1.jpg.296x216.jpg
20201223,浦东,北蔡,商品房小区+健身楼层+南北通风+采光充足,400万,2室1厅 | 85.88平米 | 南 | 简装 | 高楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_rjqRkVNKU_1.jpg.296x216.jpg
20201223,浦东,北蔡,此房满五年唯一，复式，产权清晰1,680万,4室1厅 | 171.39平米 | 南 | 简装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_YkCdFNhmM_1.jpg.296x216.jpg
20201223,浦东,北蔡,一梯两户，板式商品房，固定租赁车位，诚意急售房主自荐,565万,2室2厅 | 83.73平米 | 南 | 简装 | 低楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SAkQahWJG_1.jpg.296x216.jpg
20201223,浦东,北蔡,中环B11，绿地商品房，满五年唯一，车位全天宽松。房主自荐,355万,2室1厅 | 75.15平米 | 南 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_7q5LZvbuF_1.jpg.296x216.jpg
20201223,浦东,北蔡,精装修，带地暖，品质小区，产权清晰，诚意急售,625万,3室2厅 | 102.39平米 | 南 北 | 精装 | 高楼层(共5层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_FcN6cCaff_1.jpg.296x216.jpg
20201223,浦东,北蔡,销售期必买，2000年商品房，一梯一户，私密性强房主自荐,415万,2室2厅 | 81.61平米 | 南 | 简装 | 低楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Yw1V46zsM_1.jpg.296x216.jpg
20201223,浦东,北蔡,顶楼三层复式+采光视野好+小区品质高,1750万,4室2厅 | 209.77平米 | 南 北 | 精装 | 高楼层(共20层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Jk7toNnxJ_1.jpg.296x216.jpg
20201223,浦东,北蔡,2005年小区 钢筋混凝土结构 非顶楼 双南大两房房主自荐,460万,2室2厅 | 76.61平米 | 南 | 简装 | 高楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_cS0jLkoLK_1.jpg.296x216.jpg
20201223,浦东,北蔡,1998年商品房，底楼带花园，业主诚心出售,495万,3室2厅 | 97.27平米 | 南 | 简装 | 低楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_4WEZEKtGo_1.jpg.296x216.jpg
20201223,浦东,北蔡,52弄2000年商品房，次顶楼精装修满五年唯一，车位充足房主自荐,445万,2室2厅 | 77.09平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_WY2doEwZi_1.jpg.296x216.jpg
20201223,浦东,北蔡,一楼带天井，满五税少，业主置换诚售。,390万,2室1厅 | 69平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jYeVJpRmo_1.jpg.296x216.jpg
20201223,浦东,北蔡,采光充足，视野开阔，双轨地铁，配套齐全，一梯两户,570万,3室1厅 | 100.15平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_fWVw9CTqj_1.jpg.296x216.jpg
20201223,浦东,北蔡,南北通两房，低楼层，满五唯一，业主诚意出售,450万,2室2厅 | 85.88平米 | 南 | 简装 | 中楼层(共5层) | 1999年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_K8EogGeOP_1.jpg.296x216.jpg
20201223,浦东,北蔡,地铁600米，商品房顶楼复式，带北露台，看中价位可谈房主自荐,520万,3室2厅 | 81.78平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0mSyRJde5_1.jpg.296x216.jpg
20201223,浦东,北蔡,两个卧室全朝南 双阳台 全明户型  交通便利 配套成熟房主自荐,380万,2室1厅 | 68.59平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_79wpkkr2b_1.jpg.296x216.jpg
20201223,浦东,北蔡,2000年商品房+两房朝南+落地窗+南北通风+满五年不唯一房主自荐,428万,2室2厅 | 77.09平米 | 南 | 简装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2TT79X2jC_1.jpg.296x216.jpg
20201223,浦东,北蔡,05年小区+顶复带阁楼+车位充足,510万,2室1厅 | 78.14平米 | 南 | 简装 | 高楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_pJqdE4YU5_1.jpg.296x216.jpg
20201223,浦东,北蔡,采光好+满五唯一+户型正气+税费少+近地铁,470万,3室1厅 | 85.87平米 | 南 | 简装 | 低楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_A4GyVKJ83_1.jpg.296x216.jpg
20201223,浦东,北蔡,近地铁，中间楼层，边套全明户型,425万,2室1厅 | 70.31平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Oc1rBzalI_1.jpg.296x216.jpg
20201223,浦东,北蔡,精装修双南大两房、近18 、2、7、地铁、税费少！！房主自荐,540万,2室2厅 | 95平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_RqK4M3S4M_1.jpg.296x216.jpg
20201223,浦东,北蔡,中间楼层精装修南北通户型小区中间位置,490万,2室2厅 | 87.04平米 | 南 | 简装 | 中楼层(共7层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_Y9OkPsD9x_1.jpg.296x216.jpg
20201223,浦东,北蔡,钥匙房，随时看，价格可谈，诚意出售，原始户型。房主自荐,235万,1室1厅 | 50.83平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-5922834f-ad9c-487b-8e1e-d8738a3955fa.png.296x216.jpg
20201223,浦东,北蔡,精装修拎包入住，新上房，低楼层，昌，邑新上,270万,1室1厅 | 37.19平米 | 南 | 精装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_cY0XnfsZJ_1.jpg.296x216.jpg
20201223,浦东,北蔡,非顶楼，商品房，采光充足，精装修，拎包入住新上,262万,1室1厅 | 43.9平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_sG1nhZFTr_1.jpg.296x216.jpg
20201223,浦东,北蔡,每周笋盘，前后无遮挡，看房方便，业主诚售，满五唯一新上,630万,2室2厅 | 101.43平米 | 南 | 简装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_v3EmNJ3GG_1.jpg.296x216.jpg
20201223,浦东,北蔡,非顶非底楼+总价低+自住装修小一房房主自荐,235万,1室1厅 | 39.58平米 | 南 | 精装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8gqHRGey8_1.jpg.296x216.jpg
20201223,浦东,北蔡,百变3房2卫，尽4米面宽客厅尽享尊贵房主自荐,1050万,3室2厅 | 123.46平米 | 南 | 简装 | 低楼层(共20层) | 2008年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-1f834037-013f-42b0-baf4-14183cd4d26d.jpg.296x216.jpg
20201223,浦东,北蔡,中间楼层+不临街+近地铁+交通好房主自荐,275万,1室1厅 | 58.79平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_tW3QxdnJi_1.jpg.296x216.jpg
20201223,浦东,北蔡,一手动迁，视野好、采光好，总价低适合刚需客户。房主自荐,285万,2室1厅 | 66.42平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_m5gPhpKvd_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一税费少，精装修近地铁，诚意出售房主自荐,330万,2室1厅 | 65.55平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_lgKuAEtrx_1.jpg.296x216.jpg
20201223,浦东,北蔡,惠德新邨 1室0厅 南房主自荐,220万,1室0厅 | 42.06平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_PH4GXGusq_1.jpg.296x216.jpg
20201223,浦东,北蔡,房子看房有钥匙随时方便 中楼层满五年 近地铁13号线,280万,1室1厅 | 45.49平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wBqh9RtHr_1.jpg.296x216.jpg
20201223,浦东,北蔡,满二唯一，产权一个人，产权清晰，随时可签。,225万,1室1厅 | 39.24平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_WHePGFMYg_1.jpg.296x216.jpg
20201223,浦东,北蔡,《龙阳商圈》《满五唯一》《18年精装》《非顶楼》房主自荐,315万,2室1厅 | 58.08平米 | 南 北 | 精装 | 高楼层(共7层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EW5jQrX9N_1.jpg.296x216.jpg
20201223,浦东,北蔡,02年的商品房，看房方便，电梯高层观景房，婚房装修房主自荐,620万,2室2厅 | 102.93平米 | 南 | 精装 | 高楼层(共12层) | 2002年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-bb2803d4-096a-4f72-973e-e7eb9387ddac.jpg.296x216.jpg
20201223,浦东,北蔡,钥匙房，房东好 小户型，楼层2楼，小区中间位置房主自荐,225万,1室1厅 | 33.49平米 | 南 | 简装 | 低楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-b5f86e38-4c58-41a2-a24f-8a7f64d65714.jpg.296x216.jpg
20201223,浦东,北蔡,由由一村 南北通透格局好 前后无遮挡通风好 诚售,380万,2室1厅 | 66.69平米 | 南 北 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5tlIQaVnj_1.jpg.296x216.jpg
20201223,浦东,北蔡,高层景观房，满五年无增值税，精装修拎包入住一梯两户房主自荐,275万,1室1厅 | 48.35平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_cZBr3jNIo_1.jpg.296x216.jpg
20201223,浦东,北蔡,中环内，婚房装修，非顶楼层，满五唯一,221万,1室1厅 | 45.59平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GKeB4vTq1_1.jpg.296x216.jpg
20201223,浦东,北蔡,花木街道+双南双阳台+小区央座+近地铁买进价高税费好,460万,2室2厅 | 81.57平米 | 南 北 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_BIMWJRgAs_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一，采光号，近地铁，花木街道房主自荐,498万,2室2厅 | 86.22平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_mI34j9eZx_1.jpg.296x216.jpg
20201223,浦东,北蔡,低楼层 南北通透 简单装修 诚心出售 看房方便,260万,2室1厅 | 58.71平米 | 南 北 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jAhvV94KB_1.jpg.296x216.jpg
20201223,浦东,北蔡,2017年高品质次新小区、开发商统一精装修！老业主委托,1440万,3室2厅 | 122.26平米 | 南 | 精装 | 中楼层(共22层) | 2016年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_I871khDVP_1.jpg.296x216.jpg
20201223,浦东,北蔡,楼层好，视野开阔，采光无忧，位置好，交通便利,480万,2室2厅 | 79.13平米 | 南 | 精装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_dmh8ZK12h_1.jpg.296x216.jpg
20201223,浦东,北蔡,中间楼层+双轨交通+精装修+满五唯一房主自荐,720万,3室2厅 | 112平米 | 南 北 | 精装 | 中楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_YqMKnG1Ix_1.jpg.296x216.jpg
20201223,浦东,北蔡,17年次新房，简欧式的装修，税费少，无噪音 业主急售房主自荐,1419万,3室2厅 | 122.56平米 | 南 | 精装 | 低楼层(共24层) | 2016年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_No559h2W7_1.jpg.296x216.jpg
20201223,浦东,北蔡,13/18双轨北幼莲溪小位置好房主自荐,300万,1室1厅 | 58.94平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_uNap7iBBo_1.jpg.296x216.jpg
20201223,浦东,北蔡,中环内，13/18双轨交通，中间楼层，精装修，满五唯一,270万,1室1厅 | 46.33平米 | 南 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_NiHl1L3dd_1.jpg.296x216.jpg
20201223,浦东,北蔡,中楼层，13/18号线双轨，生活配套齐全房主自荐,290万,1室1厅 | 48.02平米 | 南 | 简装 | 中楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_dFckqJ4eu_1.jpg.296x216.jpg
20201223,浦东,北蔡,近地铁，一梯两户，南北两房，楼层好，业主诚意出售,275万,2室1厅 | 54.94平米 | 南 北 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_b7zWarZqa_1.jpg.296x216.jpg
20201223,浦东,北蔡,此房近地铁 满五唯一 原始三房 业主置换 诚意出售,510万,3室1厅 | 86.73平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_YpWmefMFy_1.jpg.296x216.jpg
20201223,浦东,北蔡,满五唯一，近地铁，卧室朝南带阳台,335万,1室1厅 | 56.7平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_E7IkXS9Ys_1.jpg.296x216.jpg
20201223,浦东,北蔡,总价低三房+税费各付+品质小区+商圈成熟+交通便利,680万,3室2厅 | 136平米 | 南 | 简装 | 低楼层(共18层) | 2005年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-ee2ae71b-35f6-4d7e-92c1-a5ad232b439e.jpg.296x216.jpg
20201223,浦东,北蔡,近七号线，02年次新房，采光好，业主诚意出售房主自荐,636万,2室2厅 | 91.67平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_uhwhTgGsK_1.jpg.296x216.jpg
20201223,浦东,北蔡,满二唯一，税费少，高楼层采光好，双地铁，生活便利房主自荐,185万,1室0厅 | 35.16平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_1NOoPo3Mm_1.jpg.296x216.jpg
20201223,浦东,北蔡,复式住宅，宽敞！大！不一样的生活，从宽广舒适开始！,1536万,3室3厅 | 276.28平米 | 南 | 精装 | 高楼层(共4层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_iilZnsF86_1.jpg.296x216.jpg
20201223,浦东,北蔡,地铁+精装修+税费少+房东诚意出售,480万,2室1厅 | 79.54平米 | 南 北 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_5AK5GhGGg_1.jpg.296x216.jpg
20201223,浦东,北蔡,电梯顶楼复式 满五唯一税少 实用面积大,1950万,6室3厅 | 198.59平米 | 南 | 简装 | 高楼层(共11层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0QZinkHnM_1.jpg.296x216.jpg
20201223,浦东,北蔡,二期+中层+南观小区园林+南北西三面采光,3800万,4室2厅 | 322平米 | 南 北 | 精装 | 低楼层(共17层) | 2013年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jvuEvbqIb_1.jpg.296x216.jpg
20201223,浦东,北蔡,临地铁户型方正景观视野采光好配套齐全大户型房主自荐,1165万,3室2厅 | 138.41平米 | 南 | 精装 | 中楼层(共10层) | 2006年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6njdqwcL1_2.jpg.296x216.jpg
20201223,浦东,北蔡,商品房，顶楼复式，近地铁，全明户型房主自荐,729万,3室3厅 | 163.46平米 | 南 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_UvuEBp4zP_1.jpg.296x216.jpg
20201223,浦东,北蔡,三条地铁，税费低，户型正气，楼层不错，视野开阔！房主自荐,830万,3室2厅 | 112.5平米 | 南 | 简装 | 中楼层(共18层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_9g1ugVH6g_1.jpg.296x216.jpg
20201223,浦东,北蔡,次新小区，一楼带挑高双层地下室，全屋精装修近地铁房主自荐,1200万,5室4厅 | 92.84平米 | 南 | 精装 | 低楼层(共18层) | 2015年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_XG07J0Dw6_1.jpg.296x216.jpg
20201223,浦东,北蔡,地铁13号线 人车分流 车位可售 一楼带地下室附花园房主自荐,930万,2室2厅 | 138.4平米 | 南 | 精装 | 低楼层(共18层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_finna7sdR_1.jpg.296x216.jpg
20201223,浦东,北蔡,次新房别墅，小区中间位置，毛坯，框架结构,4000万,4室2厅 | 421.57平米 | 南 | 毛坯 | 低楼层(共1层) | 2014年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GYWBtOf77_1.jpg.296x216.jpg
20201223,浦东,北蔡,顶层复式+南北通+超大阳台+花园洋房,938万,3室2厅 | 163.84平米 | 南 | 简装 | 高楼层(共5层) | 2000年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_kWVvvTGx2_1.jpg.296x216.jpg
