20201223,静安,彭浦,格局好 楼层好 视野宽阔 采光充足 一手动迁必看好房,465万,2室1厅 | 81.32平米 | 南 | 毛坯 | 高楼层(共34层) | 2014年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GJZzEZTn7_1.jpg.296x216.jpg
20201223,静安,彭浦,景观房！采光充足！看房方便！到家签字！,190万,1室1厅 | 37.52平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_IKvQAvJxY_1.jpg.296x216.jpg
20201223,静安,彭浦,临汾路 双南两房 采光好 全明户型 交通便利,330万,2室1厅 | 68.76平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-5517ab4a-f2a8-4508-b102-541a71ebfcef.jpg.296x216.jpg
20201223,静安,彭浦,成熟小区，出行便利，配套齐全，精装修,170万,1室0厅 | 37.16平米 | 南 | 精装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-bae6944b-0fbb-4b5c-b351-e54e89c3e8d3.jpg.296x216.jpg
20201223,静安,彭浦,此房满五年唯一，南北通 全明户型 交通便利,280万,2室1厅 | 55.86平米 | 南 | 其他 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2eldGQMhZ_1.jpg.296x216.jpg
20201223,静安,彭浦,精装两房  一梯两户 主卧朝南  厨卫朝北全明,508万,2室2厅 | 96.53平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-1c496ef6-3e66-4976-8f01-4c20fd4d88cc.jpg.296x216.jpg
20201223,静安,彭浦,紧靠一号线/售后公房/精装修 /无增值税/非顶楼,254万,2室0厅 | 50.46平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_OggZOiS4n_1.jpg.296x216.jpg
20201223,静安,彭浦,共康三村，改建完毕，进出方便，南北两房房主自荐,217万,2室0厅 | 44.14平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_ahAjeBinb.jpg.296x216.jpg
20201223,静安,彭浦,有产权车位 靠地铁 精装修三房 业主诚售房主自荐,880万,3室2厅 | 107.59平米 | 南 北 | 精装 | 高楼层(共18层) | 2015年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_9pFo3OKj3_1.jpg.296x216.jpg
20201223,静安,彭浦,彭浦新村+房龄1996年+近地铁+户型方正+单价总价低房主自荐,205万,1室1厅 | 46.75平米 | 南 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-c90d65ef-327d-4b43-ac9a-c70e3271b11d.png.296x216.jpg
20201223,静安,彭浦,汾西小区，简装高层，领包即住！单价低，总价低！,230万,2室1厅 | 47.7平米 | 西南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_DMY3CjGOV_1.jpg.296x216.jpg
20201223,静安,彭浦,中楼层 一房一厅 边套全明户型 位置好 交通便利,205万,1室1厅 | 42.25平米 | 南 北 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SovOIcMGs_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，一房一厅居家装修，居家自住不二选择！房主自荐,220万,1室1厅 | 48.75平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_P3NQnHB0a_1.jpg.296x216.jpg
20201223,静安,彭浦,楼层好，全明，厨卫窗户朝外，满五唯一,245万,1室1厅 | 50.07平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_NWbquKyJT_1.jpg.296x216.jpg
20201223,静安,彭浦,银都一村一房一厅，精装修，采光良好房主自荐,240万,1室1厅 | 49.68平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_MVj8Iydwi_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安，一梯两户，看房方便，低楼层，出行方便，,200万,1室1厅 | 37.2平米 | 南 | 毛坯 | 低楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-934534ae-6fb6-4c61-a006-b53e4308813b.jpg.296x216.jpg
20201223,静安,彭浦,中间楼层，采光好，近地铁，新静安,199万,1室1厅 | 37.96平米 | 南 | 简装 | 中楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6BuwRWogR.jpg.296x216.jpg
20201223,静安,彭浦,采光充足，无遮挡，离地铁近，诚意出售。房主自荐,192万,1室1厅 | 42.11平米 | 南 | 简装 | 高楼层(共7层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_W48ij27ZM_1.jpg.296x216.jpg
20201223,静安,彭浦,非顶楼，1号线+南北通风+满5年，停车方便+出门即公园,230万,1室1厅 | 48.75平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ubvfSWS54_1.jpg.296x216.jpg
20201223,静安,彭浦,小户型，总价低，近地铁，朝南一室户,190万,1室1厅 | 35.15平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_N2oX8K5KI.jpg.296x216.jpg
20201223,静安,彭浦,出入方便，配套成熟，诚意出售，看房子方便的，带阳台,217万,1室0厅 | 41.13平米 | 南 | 精装 | 高楼层(共5层) | 1982年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6jklubk18.jpg.296x216.jpg
20201223,静安,彭浦,新静安彭浦新村美丽家园改造过 小区环境好双南两房房主自荐,283万,2室0厅 | 58.69平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_n9ypXWbJU_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区+小区自带公园+诚意出售+拎包入住+产权清晰房主自荐,180万,1室1厅 | 37.04平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_a21f0g2Xx_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，精装修，采光通风好，无抵押无贷款,165万,1室0厅 | 34.71平米 | 南 | 精装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-596799f4-b132-4ae1-a392-163caa30fe39.png.296x216.jpg
20201223,静安,彭浦,满五唯一+中间楼层+厨卫全明+诚意出售+看房方便,230万,1室1厅 | 50.11平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_zn2Jpd6xp.jpg.296x216.jpg
20201223,静安,彭浦,：房子满五唯一，卧室朝南，前无遮挡，采光充足。,212万,1室1厅 | 45平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_5RlmkZeZg_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安，美丽家园整改完毕，总价低，配套齐全。房主自荐,185万,1室1厅 | 37.23平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_nMCe6fvua_1.jpg.296x216.jpg
20201223,静安,彭浦,近地铁满五唯一高楼层采光好通风好房主自荐,200万,1室1厅 | 46.78平米 | 南 北 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_QtLpRw7Gn_1.jpg.296x216.jpg
20201223,静安,彭浦,精装修，拎包入住，双南两房采光好，满五唯一房主自荐,233万,2室1厅 | 44.29平米 | 南 | 精装 | 高楼层(共5层) | 1976年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_V29VoWuY4_1.jpg.296x216.jpg
20201223,静安,彭浦,全明户型，采光好，通风效果好，近地铁，出行方便,215万,1室1厅 | 35.99平米 | 南 | 简装 | 中楼层(共5层) | 1976年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_0CkoNZWcy_1.jpg.296x216.jpg
20201223,静安,彭浦,中间楼层+一房很正气+业主很诚意,180万,1室1厅 | 36.36平米 | 南 | 精装 | 高楼层(共4层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_b56CzX6nx_1.jpg.296x216.jpg
20201223,静安,彭浦,共康三村，标准一房，不靠马路，中间楼层,170万,1室0厅 | 35.79平米 | 南 | 毛坯 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2cCEc6waj_1.jpg.296x216.jpg
20201223,静安,彭浦,此房无遮挡，采光佳， 中间楼层电梯房，三南全明,610万,3室2厅 | 123.39平米 | 南 | 简装 | 中楼层(共14层) | 1998年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_KIuV4V3FY_1.jpg.296x216.jpg
20201223,静安,彭浦,新静安高层电梯房，美丽家园小区，临汾街道,420万,2室1厅 | 72.55平米 | 南 | 简装 | 中楼层(共14层) | 1992年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_EqO8A4d5n_1.jpg.296x216.jpg
20201223,静安,彭浦,兴泉小区，改建完毕，进出方便，精装双南。,290万,3室1厅 | 63.76平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-a3ba68a5-7579-466b-868e-e61510f4b6a6.jpg.296x216.jpg
20201223,静安,彭浦,近地铁一号线，南北户型，总价低，业主诚意出售,215万,2室0厅 | 46.58平米 | 南 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-3b08ce9b-5f69-44ca-be05-092bebeb222d.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一飞机户型 中间楼层 业主诚心,998万,3室2厅 | 143.8平米 | 南 | 精装 | 中楼层(共14层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ep996uY21_1.jpg.296x216.jpg
20201223,静安,彭浦,静安区  近地铁  彭浦新村站 看房子随时  诚意出售房主自荐,190万,1室1厅 | 40.42平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_1Cf6VL0NU_1.jpg.296x216.jpg
20201223,静安,彭浦,共康三村+五楼+一梯三户+满五唯一+边套全明,225万,2室0厅 | 44.84平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_fmIb3qrCV_1.jpg.296x216.jpg
20201223,静安,彭浦,满五唯一，95年单价便宜，环境好位置好，看房约维护人,276万,2室0厅 | 58.19平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-92c2fb7e-8236-45c7-9295-5626d6a31d73.jpg.296x216.jpg
20201223,静安,彭浦,六复七复八，小区高性价顶复，税费少业主诚售！房主自荐,755万,5室2厅 | 185.25平米 | 南 | 简装 | 高楼层(共6层) | 2002年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-008f38c6-ff7c-4070-8230-7fe0d7685297.jpg.296x216.jpg
20201223,静安,彭浦,店长推荐+ 精装修视野宽阔，采光充足，配套设施齐房主自荐,370万,2室1厅 | 68.99平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_e27ZYq68k_1.jpg.296x216.jpg
20201223,静安,彭浦,三泉路424弄 1室1厅 南,240万,1室1厅 | 43平米 | 南 | 简装 | 低楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_w8k9LBm47.jpg.296x216.jpg
20201223,静安,彭浦,新静安，成熟小区，南北通边套，采光良好，房东诚意,220万,2室0厅 | 43.1平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EHGt3KoK4.jpg.296x216.jpg
20201223,静安,彭浦,静安品质小区，公园已经开放，两室一厅，可拎包入住,253万,2室1厅 | 56.46平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_MihAKiWDX_1.jpg.296x216.jpg
20201223,静安,彭浦,单价实惠，东边套全明户型，楼间距宽采光好，急售！房主自荐,295万,2室1厅 | 64.39平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bvwNFLCnK_1.jpg.296x216.jpg
20201223,静安,彭浦,1号线+近中环+满五唯一+经典一房一厅+采光充足！房主自荐,180万,1室1厅 | 36.36平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_HFpzwFweN_1.jpg.296x216.jpg
20201223,静安,彭浦,视野好 装修优质 客厅餐厅布局规范 17年装修买入,550万,3室1厅 | 121.76平米 | 南 | 精装 | 高楼层(共7层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_JcPW9RHr4_1.jpg.296x216.jpg
20201223,静安,彭浦,奇缺户型一房一厅，精装拎包入住，全明格局通透,192万,1室1厅 | 45.02平米 | 南 北 西 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_twWoN1SGn.jpg.296x216.jpg
20201223,静安,彭浦,精装修，业主自住，保养的好，看房方便，近地铁房主自荐,220万,1室1厅 | 42.39平米 | 南 | 精装 | 高楼层(共6层) | 1984年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_aU8TeO6Yf.jpg.296x216.jpg
20201223,静安,彭浦,保德路425弄 1室1厅 南,215万,1室1厅 | 42.01平米 | 南 | 其他 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_EXY0gUXU2.jpg.296x216.jpg
20201223,静安,彭浦,四室多厅三卫，婚房装修，近地铁,720万,4室3厅 | 120.67平米 | 南 | 简装 | 高楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20171125/c6111db1-3fd3-4b21-a7a9-68a04914e948.jpg.296x216.jpg
20201223,静安,彭浦,新静安 1号线沿线 成熟小区 两房一厅,240万,2室1厅 | 55.08平米 | 南 北 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20160313/f368d7cb-d5e3-4718-92b8-c0d2a4c96542.jpg.296x216.jpg
20201223,静安,彭浦,5楼，南北全明大两房，看房方便，诚意出售,348万,2室1厅 | 71.25平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20170807/850fc04e-a619-4498-971d-dd328c0ccf8f.jpg.296x216.jpg
20201223,静安,彭浦,全明三房两厅户型，一梯两户，楼栋位置优越，产权清晰房主自荐,610万,3室2厅 | 113.72平米 | 南 | 简装 | 中楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20161026/db7c0f68-8282-49a9-b08d-0685c70b1d7f.jpg.296x216.jpg
20201223,静安,彭浦,精装修+南北两室+边套全明户型+诚意出售+看房方便,275万,2室1厅 | 59.37平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/a442c892-5bdb-4cfc-92d1-fa044c155a74.JPG.296x216.jpg
20201223,静安,彭浦,新静安彭浦，一房一厅改两房，全明户型，采光充足,220万,2室0厅 | 46.13平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20180129/a739274f-a7bd-40c7-a985-5fad847ee437.jpg.296x216.jpg
20201223,静安,彭浦,新静安 房龄较新  前排无遮挡 一梯两户 价格可谈房主自荐,195万,1室1厅 | 45.22平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/rsp_pic_upload11d9b971-66cb-40e1-b0f9-50d38c7cfaf9.jpg.296x216.jpg
20201223,静安,彭浦,非顶楼+南北通透+采光好+满五唯一！！！,242万,2室0厅 | 54.92平米 | 南 北 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/347d48d1-e7fb-4785-801c-fe2dca2aba65.JPG.296x216.jpg
20201223,静安,彭浦,彭浦精装一房，采光充足，价格优惠,215万,1室1厅 | 46.57平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/ff2a9fec-ad02-45f9-9060-8a0c57ffccb7.JPG.296x216.jpg
20201223,静安,彭浦,房子精装修，户型好保养好，诚意出售！,900万,4室2厅 | 216平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/af086fa2201659e2f98a863fa9c5d6f9-015.jpg.296x216.jpg
20201223,静安,彭浦,三泉前进公寓 3室1厅 南,490万,3室1厅 | 94.47平米 | 南 | 简装 | 高楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/rsp_pic_upload8fbf7401-2355-4ea1-a8b5-b939ce65d69b.JPG.296x216.jpg
20201223,静安,彭浦,新静安低楼层业主诚意出售的边套一室户新上,205万,1室1厅 | 37.29平米 | 南 | 简装 | 中楼层(共5层) | 1976年建 | 板楼,
20201223,静安,彭浦,静安区11年电梯房＋高楼层＋诚心出售新上,355万,1室1厅 | 56.82平米 | 东南 | 简装 | 高楼层(共34层) | 2011年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/5dc5d277-ef9d-412c-a8ac-56471982f8ce.png.296x216.jpg
20201223,静安,彭浦,新上三房 一梯两户 售后公房 无增值税 三开间朝南，新上,405万,3室1厅 | 76.69平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,
20201223,静安,彭浦,满五不唯一，小户型，采光好，楼层佳业主诚意出售房主自荐,170万,1室0厅 | 34.63平米 | 南 | 精装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/e646dec1-7251-4954-b537-b1a888d51b77.png.296x216.jpg
20201223,静安,彭浦,新静安品质小区+02年房龄+三房两厅两卫+诚意出售房主自荐,599万,3室2厅 | 125.82平米 | 南 | 精装 | 高楼层(共6层) | 2003年建 | 板楼,http://image1.ljcdn.com/310000-inspection/5b5afd7d-0268-4555-8d04-ba93bee3bf82.jpg.296x216.jpg
20201223,静安,彭浦,南北两房 无抵押 产权清晰 房东诚售 车位充足,275万,2室1厅 | 55.31平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/e8d4550f4c1503a79f1f7c14361a4fb5-040.jpg.296x216.jpg
20201223,静安,彭浦,一房一厅+总价低158万+单价低+诚意出售+看房方便,185万,1室1厅 | 34.8平米 | 南 | 精装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/e29e52be-520f-48dd-96ef-e12d0b000fb2.png.296x216.jpg
20201223,静安,彭浦,和源名城高区精品一房，采光好通风棒！,315万,1室1厅 | 60.32平米 | 南 | 精装 | 高楼层(共33层) | 2011年建 | 塔楼,http://image1.ljcdn.com/x-se/hdic-frame/6e3f4eb3-af7d-4a85-8280-12fef8342c85.png.296x216.jpg
20201223,静安,彭浦,新静安电梯房，中间楼层，满五唯一，双南户型新上,400万,2室1厅 | 67.26平米 | 南 | 简装 | 中楼层(共13层) | 1994年建 | 塔楼,
20201223,静安,彭浦,彭浦精品，视野开阔，近地铁，配套齐全，交通便利新上,750万,3室2厅 | 126.85平米 | 南 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,
20201223,静安,彭浦,保德公寓 2室1厅 南新上,390万,2室1厅 | 74.6平米 | 南 | 其他 | 中楼层(共6层) | 1997年建 | 板楼,
20201223,静安,彭浦,万达商圈非顶楼边套户型+光线好，两室一厅，总价低新上,255万,2室1厅 | 53.42平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,
20201223,静安,彭浦,和源名城 1室1厅 南,368万,1室1厅 | 56.82平米 | 南 | 精装 | 低楼层(共34层) | 2011年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/4bc61acd-df75-4955-ae08-26fe6ff9f3b4.png.296x216.jpg
20201223,静安,彭浦,共康四村，示范小区，进出方便，一楼两房。,310万,2室1厅 | 56平米 | 南 | 毛坯 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/800f3d80-7e99-4054-948a-40d7e359bbcb.JPG.296x216.jpg
20201223,静安,彭浦,诚意出售，采光好，视野开阔，配套齐全房主自荐,170万,1室1厅 | 34.16平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/025b3e95-8712-4a6f-b466-32ee57530a48.png.296x216.jpg
20201223,静安,彭浦,新静安区 大的一房一厅 全明户型的 近地铁 价格可谈,260万,1室1厅 | 48.39平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,
20201223,静安,彭浦,厨卫全明一室户，美丽家园小区，业主诚意出售,168万,1室1厅 | 39.51平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/b9917eec-9b72-4574-9819-a3579efb6282.png.296x216.jpg
20201223,静安,彭浦,共康四村 2室1厅 南,300万,2室1厅 | 61.17平米 | 南 | 毛坯 | 低楼层(共6层) | 1995年建 | 板楼,
20201223,静安,彭浦,康泉小区 3室1厅 南,500万,3室1厅 | 92.99平米 | 南 | 简装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/shfdfs-image/20170613/963dd097-e69d-45ef-bc8a-28ce2bc80210.jpg.296x216.jpg
20201223,静安,彭浦,新静安+一梯两户，边套全明，业主诚意，价钱可谈,385万,2室1厅 | 69.27平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,
20201223,静安,彭浦,双南小两房 90年小区 近地铁 可拎包入住 一梯三户新上,255万,2室0厅 | 41.84平米 | 南 | 简装 | 低楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/c08a28e2-859d-4d9d-83b1-04fbd7a442b4.png.296x216.jpg
20201223,静安,彭浦,昌林公寓 2室1厅 南,315万,2室1厅 | 68.7平米 | 南 | 毛坯 | 低楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/310000-inspection/9b6ab952-5478-499e-bdec-540e4d733f54.JPG.296x216.jpg
20201223,静安,彭浦,低楼层出行方便，静安区经典小户型，交通便捷，诚售,280万,1室1厅 | 52.9平米 | 南 | 简装 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/2a8d7bdb-6a91-4185-ae53-5488142c3c2a.JPG.296x216.jpg
20201223,静安,彭浦,边套全明 满五唯一 价格实在 房东诚意出售,260万,2室1厅 | 59.1平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/fb101c27-23d7-480c-996f-d522601e8594.JPG.296x216.jpg
20201223,静安,彭浦,双南双天井+两房一厅+万科物业+天井已搭+产权清晰,310万,2室1厅 | 55平米 | 南 | 简装 | 低楼层(共6层) | 1987年建 | 板楼,
20201223,静安,彭浦,岭南路270弄 1室1厅 南,285万,1室1厅 | 50.4平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,
20201223,静安,彭浦,全明双南两房，产权清晰，业主诚意出售,305万,2室1厅 | 62.85平米 | 南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/4eb74276-f2c5-47d7-a0de-4b4c3aa44dec.png.296x216.jpg
20201223,静安,彭浦,临汾路1515弄 2室1厅 南,278万,2室1厅 | 54.83平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,
20201223,静安,彭浦,万科物业+3房2厅1厨2卫电梯中间楼层+精装修房主自荐,760万,3室2厅 | 145.8平米 | 南 西 | 精装 | 中楼层(共14层) | 1992年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/43d2cc8f-48f4-4264-a8d3-f93f141fe0bc.jpeg.296x216.jpg
20201223,静安,彭浦,双南两房+高层电梯房+视野采光很棒房主自荐,420万,2室1厅 | 75.72平米 | 南 | 简装 | 高楼层(共13层) | 1993年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/1626fd4d-c960-4c5d-ac42-48f5981a0750.jpeg.296x216.jpg
20201223,静安,彭浦,视野开阔，采光充足，户型比较好，产权清晰，诚意出售房主自荐,240万,1室1厅 | 49.84平米 | 南 | 简装 | 中楼层(共6层) | 1962年建 | 板楼,http://image1.ljcdn.com/110000-inspection/7623854ee1e5c980a855a98b395d1e56-053.jpg.296x216.jpg
20201223,静安,彭浦,视野开阔，采光充足，户型比较好，产权清晰，诚意出售房主自荐,210万,1室1厅 | 43.77平米 | 南 | 简装 | 中楼层(共6层) | 1962年建 | 板楼,http://image1.ljcdn.com/110000-inspection/6126be2881ae1bfe5b9a25fe4f7f80cd-086.jpg.296x216.jpg
20201223,静安,彭浦,板式大三房  房型正气全明 采光充足通风好,430万,3室1厅 | 92.99平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,
20201223,静安,彭浦,小区安静  离地铁比较近  南北通户型,276万,2室1厅 | 55.86平米 | 南 | 毛坯 | 中楼层(共6层) | 1993年建 | 板楼,
20201223,静安,彭浦,共康三村，改建完毕，进出方便，三楼两房。,230万,2室0厅 | 44.84平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/bbbb441e-4293-48cb-a0eb-47cfc82ba0d1.png.296x216.jpg
20201223,静安,彭浦,房子在小区高楼层，小区经过美化新家园改造过,200万,1室1厅 | 42.4平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,
20201223,静安,彭浦,边套全明+满五不唯一+次顶楼+采光无遮挡，看房提前联,185万,1室0厅 | 40.8平米 | 南 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/15e2aaee-5f6e-4b62-85bf-e120700a0e81.png.296x216.jpg
20201223,静安,彭浦,高楼层一梯两户 全明户型 诚意卖房 位置安静 近地铁,270万,2室1厅 | 52.04平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/340c1e54-49f6-439c-92d7-75449b76e450.png.296x216.jpg
20201223,静安,彭浦,一梯两户，边套全明，前面没有遮挡采光充足，安心舒适,375万,2室1厅 | 80.01平米 | 南 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/9bec09e4-b8c9-48cf-a8b4-1e93a569ce62.jpg.296x216.jpg
20201223,静安,彭浦,一梯两户，中间楼层，南北通三房房主自荐,488万,3室1厅 | 91平米 | 南 | 简装 | 中楼层(共6层) | 1999年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/standard_508200a2-4891-4e73-a35f-7df5c3440931.png.296x216.jpg
20201223,静安,彭浦,三泉公寓商品房+一房一厅+边套全明 小区品质高。,293万,1室1厅 | 53.56平米 | 南 | 简装 | 中楼层(共6层) | 1998年建 | 板楼,
