20201223,浦东,川沙,妙栏小区两房出售中间楼层有钥匙看房方便必看好房,320万,2室1厅 | 73.39平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_pMpUiZ3Pp_1.jpg.296x216.jpg
20201223,浦东,川沙,六楼复七楼，六楼两房一卫，七楼一房一厅一卫房主自荐,345万,3室2厅 | 117.59平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20161121/03e12359-00a2-4701-bb1b-010c79403f0e.jpg.296x216.jpg
20201223,浦东,川沙,界龙阳光苑房龄新大三房两卫带装修自住南北通楼层好新上,650万,3室2厅 | 136平米 | 南 | 精装 | 中楼层(共5层) | 2004年建 | 板楼,
20201223,浦东,川沙,精装修3年，税费少，位置好，户型透，采光好，房龄新新上,435万,2室1厅 | 86.71平米 | 南 | 精装 | 低楼层(共6层) | 2009年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/483fb983-01c0-4592-b179-2ff624260665.png.296x216.jpg
20201223,浦东,川沙,南北通三房带院子 诚心出售 交通便利 生活配套齐全房主自荐,410万,3室2厅 | 117.52平米 | 南 北 | 简装 | 低楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/c04b40cd-d413-44ea-8a22-7eba13c854f7.jpg_500x375.jpg.296x216.jpg
20201223,浦东,川沙,采光好 视野开阔，交通方便，业主诚心出售 看中可谈,450万,4室2厅 | 113平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,
20201223,浦东,川沙,近地铁三房，中间楼层，2000年小区,540万,3室2厅 | 138.44平米 | 南 | 简装 | 中楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/f6e27575-85f0-4c6f-a831-ef9faa2b8b6e.png.296x216.jpg
20201223,浦东,川沙,江镇新都会商场+70年产权住宅+南北通双阳台+6楼带阁楼房主自荐,280万,3室2厅 | 107.29平米 | 南 | 精装 | 高楼层(共6层) | 2008年建 | 板楼,
20201223,浦东,川沙,满五唯一税费少，楼层好采光佳，自住装修拎包入住,240万,2室1厅 | 67.12平米 | 南 | 精装 | 低楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/f84d9d0c-3278-423b-b148-cd0ac5dda7f8.png.296x216.jpg
20201223,浦东,川沙,配套设施齐全，读书方便，环境安静绿化好，一手动迁。,270万,1室1厅 | 54.94平米 | 南 北 | 简装 | 高楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/6bcde723-299f-4512-9c76-b296e11e183a.png.296x216.jpg
20201223,浦东,川沙,小区位置好 采光好 户型方正 业主诚心卖房主自荐,395万,3室2厅 | 129.6平米 | 南 北 | 简装 | 中楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/03338c6a-8920-4469-b453-6745bcbe22da.png.296x216.jpg
20201223,浦东,川沙,自住装修，高楼层，朝南无遮挡，采光好，诚意出售,610万,3室1厅 | 91.96平米 | 南 | 精装 | 高楼层(共7层) | 2013年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/e82ac9b8-dcb7-4541-b649-9540f37206c4.png.296x216.jpg
20201223,浦东,川沙,万馨优质房 带又高有大阁楼 宽敞宜居宜租,566万,3室2厅 | 119.36平米 | 南 | 简装 | 高楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/standard_e70b5cf7-02e0-4d7e-9e4c-125cfa305c00.png.296x216.jpg
20201223,浦东,川沙,此房户型正气，采光充足，精装修，拎包入住,450万,2室2厅 | 88.82平米 | 南 | 精装 | 低楼层(共11层) | 2010年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/8912e861-54d2-4496-9c2a-2055c7a7fb6b.png.296x216.jpg
20201223,浦东,川沙,低总价小两房 交通便利 全明户型房主自荐,210万,2室1厅 | 54.2平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/04e9f118-83e9-437d-9f9b-082efb8bd630.png.296x216.jpg
20201223,浦东,川沙,03年商品房 超大面积，买一层得一层 南北通透 户型正房主自荐,588万,6室4厅 | 139.85平米 | 南 北 | 简装 | 低楼层(共11层) | 2003年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/rsp_pic_uploadd8c334d5-acce-4820-9b83-6ef0706c547d.jpg.296x216.jpg
20201223,浦东,川沙,妙城公寓 新挂 三房朝南 园西 房东诚心出售 电梯房主自荐,480万,3室2厅 | 127.68平米 | 南 | 简装 | 低楼层(共7层) | 2000年建 | 板楼,
20201223,浦东,川沙,01年商品房 低楼层大三房 全明户型 近川沙地铁站房主自荐,445万,3室2厅 | 131.57平米 | 南 | 毛坯 | 低楼层(共4层) | 2001年建 | 板楼,
20201223,浦东,川沙,此房满五唯一，税费少单价低，地铁100米，交通便利。,350万,3室1厅 | 110.09平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,
20201223,浦东,川沙,临园小区 近地铁和川沙公园 生活便利,260万,3室1厅 | 79.96平米 | 南 | 简装 | 高楼层(共5层) | 1983年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/c06fee99-0cd5-4f04-aedb-617fa385abb8.png.296x216.jpg
20201223,浦东,川沙,朝南大三房，大空间超舒适，房东诚售,480万,3室2厅 | 129.6平米 | 南 | 简装 | 中楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/03338c6a-8920-4469-b453-6745bcbe22da.png.296x216.jpg
20201223,浦东,川沙,满五唯一三室户！ 两房朝南采光好！ 全明格局户型正！,270万,3室1厅 | 72.16平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/51c51364-d663-4b9f-be3a-c0d63ecc5385.png.296x216.jpg
20201223,浦东,川沙,满五唯一，户型方正，2房朝南，采光和通风效果都很好,240万,2室1厅 | 70.86平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,
20201223,浦东,川沙,近地铁 2000年商品房 交通便利 中间楼层业主诚意出售,335万,2室2厅 | 84.47平米 | 南 | 毛坯 | 中楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/4106b0ca-a270-4796-ba5c-e1086553a944.png.296x216.jpg
20201223,浦东,川沙,满五唯一，近地铁站 精装三房 户型方正，看房方便。,410万,3室2厅 | 107平米 | 南 | 简装 | 高楼层(共5层) | 1998年建 | 板楼,
20201223,浦东,川沙,象屿鼎城精装3房带地下室带花园小院买一层＋一层,800万,3室2厅 | 189.15平米 | 北 南 | 精装 | 低楼层(共7层) | 2013年建 | 板楼,
20201223,浦东,川沙,单总价低，满五年唯一，中间位子，诚心卖房主自荐,425万,3室2厅 | 136.64平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/a79a1e10-39a4-4163-981d-6309adf05202.jpg.296x216.jpg
20201223,浦东,川沙,生活配套齐全 采光好 预约后随时可看房,330万,3室1厅 | 103.75平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/3622f9dc-e6fc-47a8-a61b-61f036cb3aae.png.296x216.jpg
20201223,浦东,川沙,5年电梯次新房 1个点的税 采光无遮挡 家门口菜市场,308万,2室1厅 | 83.91平米 | 南 | 简装 | 低楼层(共15层) | 2016年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/9365ba26-6577-4f3f-8121-62d0ec47b7cf.jpg.296x216.jpg
20201223,浦东,川沙,永达城市公寓小区品质好，业主诚意出售房主自荐,720万,3室2厅 | 138平米 | 南 | 简装 | 低楼层(共11层) | 2008年建 | 板楼,
20201223,浦东,川沙,婚房装修，满五唯一，09年电梯商品房,415万,2室2厅 | 88.7平米 | 南 | 精装 | 低楼层(共8层) | 2009年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/7ce9fde4-1532-4180-ad8a-a3efc748ed6e.jpg.296x216.jpg
20201223,浦东,川沙,钻石苑 3室2厅 南,560万,3室2厅 | 128.36平米 | 南 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,
20201223,浦东,川沙,2008年大三房精装修，采光好，不临街，视野开阔,295万,3室2厅 | 103平米 | 南 | 精装 | 中楼层(共6层) | 2008年建 | 板楼,
20201223,浦东,川沙,观  澜 两房朝南 房型正气  前面视野好 满5年,165万,2室1厅 | 48平米 | 南 | 毛坯 | 高楼层(共6层) | 1978年建 | 板楼,
20201223,浦东,川沙,中间楼层三房房，税费少，配套完善，采光通风好,360万,3室1厅 | 107.01平米 | 南 | 其他 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/f87fcf28-a0e3-4c05-acf5-8052998701c9.png.296x216.jpg
20201223,浦东,川沙,近地铁   户型方正   全明户型,225万,2室1厅 | 64.38平米 | 南 | 简装 | 低楼层(共6层) | 1991年建 | 板楼,
20201223,浦东,川沙,满五不唯一，小区中间位置，配套完善房主自荐,314万,3室1厅 | 107.01平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/da8a5756-3266-45d2-b420-82fe37c19add.png.296x216.jpg
20201223,浦东,川沙,位置好，交通便利，满五不唯一。,205万,2室1厅 | 53.98平米 | 南 | 毛坯 | 低楼层(共5层) | 1977年建 | 板楼,
20201223,浦东,川沙,09年商品房 底层复式 使用面积大 更多的活动空间,648万,4室2厅 | 253.75平米 | 南 | 简装 | 低楼层(共12层) | 2009年建 | 板楼,
20201223,浦东,川沙,妙城公寓 3室2厅 南 北,550万,3室2厅 | 136.74平米 | 南 北 | 其他 | 高楼层(共6层) | 2000年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/25f226da-ada6-48a0-977a-2723f3e8bcc5.png.296x216.jpg
20201223,浦东,川沙,2004年阁楼复式+露台，总高5楼；利用率高业主诚售！,460万,4室2厅 | 148.3平米 | 南 北 | 简装 | 高楼层(共5层) | 2004年建 | 板楼,
20201223,浦东,川沙,百联商圈，川沙地铁站距离200米，总价低租金7.5万,300万,2室1厅 | 65.6平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,
20201223,浦东,川沙,新德路506小区性价两房，诚心出售,265万,2室1厅 | 73.73平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,
20201223,浦东,川沙,业主诚心出售，价格还可以谈，税费较少房主自荐,162万,1室1厅 | 37.98平米 | 南 | 精装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/5cf2e27f-b9f4-4e61-80ef-6ac30106b231.png.296x216.jpg
20201223,浦东,川沙,申华公寓 诚意出售 户型正气  交通便利房主自荐,235万,2室1厅 | 68.36平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,
20201223,浦东,川沙,12年动迁房小区 税费少 位置好采光棒 看房随时,298万,1室1厅 | 55.16平米 | 南 | 简装 | 低楼层(共15层) | 2012年建 | 板楼,
20201223,浦东,川沙,小户型 带院子 总价低  户型正 近地铁二号线,250万,2室1厅 | 66.35平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,
20201223,浦东,川沙,青厦小区，满五年，带天井，小三房，看房方便,315万,3室1厅 | 80.93平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/prod-8d2d995b-0e77-45b3-b2ee-06e5ad2dc795.png.296x216.jpg
20201223,浦东,川沙,妙栏路200弄 2室1厅 南 北,325万,2室1厅 | 74.86平米 | 南 北 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,
20201223,浦东,川沙,此房房东诚心出售，配套设施齐全，小区中间位置房主自荐,460万,2室2厅 | 108.74平米 | 南 北 | 简装 | 低楼层(共11层) | 2003年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_iWPiub29a_1.jpg.296x216.jpg
20201223,浦东,川沙,该房满五唯一税费少，楼层好，楼距宽采光充足新上,288万,2室1厅 | 75.48平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ymAdZClL1_1.jpg.296x216.jpg
20201223,浦东,川沙,电梯景观房 通透性好中间楼层，小区中间位置 看房随时,600万,3室2厅 | 134.92平米 | 南 | 毛坯 | 中楼层(共11层) | 2006年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_RVqGhbzez_1.jpg.296x216.jpg
20201223,浦东,川沙,一室一厅 精装修带天井 近地铁 满两年 税少新上,219万,1室1厅 | 49.66平米 | 南 | 精装 | 低楼层(共5层) | 1982年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_hQ43Sj8o9_1.jpg.296x216.jpg
20201223,浦东,川沙,双卧室朝南，视野开阔，全明户型，业主诚心出售配套全,245万,2室1厅 | 64.61平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_066BMnyKd_1.jpg.296x216.jpg
20201223,浦东,川沙,此房满五唯一，近地铁，户型方正，复式，业主自住,450万,5室2厅 | 148.52平米 | 南 | 精装 | 低楼层(共20层) | 1999年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/pc1_mbGxl6XUY_1.jpg.296x216.jpg
20201223,浦东,川沙,采光充足，通风透彻，精装修，业主诚心出售,240万,2室1厅 | 68.99平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_wWFngzbTz_1.jpg.296x216.jpg
20201223,浦东,川沙,一手动迁免增值税 1998年竣工的电梯3房，2号线地铁口,347万,3室1厅 | 89.81平米 | 南 | 毛坯 | 中楼层(共15层) | 1998年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_stk7HH60x_1.jpg.296x216.jpg
20201223,浦东,川沙,御景豪园 2室1厅 南,515万,2室1厅 | 95.13平米 | 南 | 精装 | 中楼层(共7层) | 2009年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jpvsjx8Xj_1.jpg.296x216.jpg
20201223,浦东,川沙,此房满五唯一，税费少，业主诚心出售,225万,1室1厅 | 68.73平米 | 南 北 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-72062627-f880-4911-a381-3c8b3d3b4fca.jpg.296x216.jpg
20201223,浦东,川沙,新川小区 2室1厅 南新上,230万,2室1厅 | 60.34平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_GBGRx4lKj_1.jpg.296x216.jpg
20201223,浦东,川沙,配套成熟，南北通双阳台，凌空路地铁2号线，精装修新上,320万,3室2厅 | 108.97平米 | 南 北 | 精装 | 高楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/669fadaa-6a7d-4147-b44e-12b8526a6886_1000.jpg.296x216.jpg
20201223,浦东,川沙,百欣苑 2室2厅 南,285万,2室2厅 | 89.23平米 | 南 | 精装 | 高楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_9yyOu9Hek_1.jpg.296x216.jpg
20201223,浦东,川沙,房东自住精装 楼层好户型正气 房东诚心出售,245万,1室2厅 | 73.71平米 | 南 | 精装 | 中楼层(共12层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_bQWEZhBfQ_1.jpg.296x216.jpg
20201223,浦东,川沙,天和湖滨商品房，顶楼高层，空中花园，房东自住精准修房主自荐,515万,2室2厅 | 93.12平米 | 南 | 精装 | 高楼层(共13层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/64482db3-230a-4ee8-bfed-5e1ececfc5a9_1000.jpg.296x216.jpg
20201223,浦东,川沙,商品房，VR房，满五唯一，自住精装修新上,325万,2室2厅 | 93.12平米 | 南 | 精装 | 中楼层(共13层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SCrsfLmHC_1.jpg.296x216.jpg
20201223,浦东,川沙,天环苑毛坯一房，无改造，总价低压力小，诚意出售房主自荐,155万,1室2厅 | 49.7平米 | 南 | 简装 | 低楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/110000-inspection/0c3390dc-ec42-4406-a53e-c7d94c0755ce_1000.jpg.296x216.jpg
20201223,浦东,川沙,VR房源、精装修、满二不唯一，看房方便,288万,2室2厅 | 85.88平米 | 南 北 | 精装 | 中楼层(共13层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/d988110d-9e26-48f0-afe9-f59a6e9af1d0_1000.jpg.296x216.jpg
20201223,浦东,川沙,价格好谈大三房 三开间朝南 简单装修 无遮挡 视野好房主自荐,396万,3室2厅 | 129.12平米 | 南 | 简装 | 低楼层(共13层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_qMpmt4pgz_1.jpg.296x216.jpg
20201223,浦东,川沙,小区中间位置，南北通，采光足，一手动迁，诚心出售,235万,2室1厅 | 83.38平米 | 南 | 毛坯 | 高楼层(共6层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_6ZgXt6CDQ_1.jpg.296x216.jpg
20201223,浦东,川沙,此房满五唯一，在税费方面有优势，小区地段好,189万,2室1厅 | 74.59平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/0cc9cfa7-28a1-48bd-a599-2e44cd251bad_1000.jpg.296x216.jpg
20201223,浦东,川沙,繁华地带，配套完善，出行便捷，飞机户型，南北通房主自荐,330万,3室2厅 | 116.76平米 | 南 | 精装 | 高楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-e2b7df51-2184-4f52-bb20-4c77024f6505.jpg.296x216.jpg
20201223,浦东,川沙,凌港城2008年小区自住装修2居室低楼层方便老人小孩。房主自荐,215万,2室2厅 | 74.5平米 | 南 北 | 精装 | 低楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-e6f241e3-7945-4939-86d5-6e00f6336be7.jpg.296x216.jpg
20201223,浦东,川沙,花园视野，房东急售，见面可谈，同小区强烈推荐,300万,2室2厅 | 96.16平米 | 南 北 | 简装 | 低楼层(共13层) | 2010年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-dab78659-cd2b-4bab-8dfa-b85d0f83e9c1.jpg.296x216.jpg
20201223,浦东,川沙,VR房源，业主诚心出售，位置优越,190万,2室1厅 | 74.59平米 | 南 | 毛坯 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/4b040557-98b2-4242-a818-014b7483e477_1000.jpg.296x216.jpg
20201223,浦东,川沙,鸿基公寓+30万精装修，业主刚装修好，拎包入住房主自荐,500万,3室2厅 | 129.6平米 | 南 | 精装 | 低楼层(共6层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-6c53b9d0-77bb-40e9-9308-2551a5f818a5.jpg.296x216.jpg
20201223,浦东,川沙,VR房，税费少，户型好，采光好,360万,2室2厅 | 97.18平米 | 南 | 简装 | 高楼层(共12层) | 2010年建 | 板楼,http://image1.ljcdn.com/110000-inspection/21697bcb-4b23-494b-9f0b-a1667c3fdd81_1000.jpg.296x216.jpg
20201223,浦东,川沙,南北通房型，采光充足，视野开阔，楼层好，精装修,240万,2室2厅 | 92.55平米 | 南 | 精装 | 高楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/84887615-af81-4332-b42d-b2af64c56d3b_1000.jpg.296x216.jpg
20201223,浦东,川沙,中间楼层正气大三房业主诚意出售,240万,3室2厅 | 99.73平米 | 南 | 其他 | 中楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_jKtkIPuk6_1.jpg.296x216.jpg
20201223,浦东,川沙,江绣苑2014次新房 一手动迁税少 楼层好 户型正 采光佳房主自荐,288万,3室2厅 | 111.71平米 | 南 | 毛坯 | 中楼层(共6层) | 2014年建 | 暂无数据,http://image1.ljcdn.com/110000-inspection/pc1_v2etg1Xj7_1.jpg.296x216.jpg
20201223,浦东,川沙,满五不唯一，自住简装，业主诚心出售,198万,2室1厅 | 75.22平米 | 南 | 毛坯 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Rvs18FeIf_1.jpg.296x216.jpg
20201223,浦东,川沙,晨阳小区 精装小两房 带阁楼 总价低 2/3满五唯一,158万,2室1厅 | 51平米 | 南 | 精装 | 高楼层(共5层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_ZTLl91ZcV_1.jpg.296x216.jpg
20201223,浦东,川沙,中楼层南北双阳台品质商品房业主诚意出售,245万,1室1厅 | 75.76平米 | 南 北 | 毛坯 | 中楼层(共12层) | 2010年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_kCVtIMUWy_1.jpg.296x216.jpg
20201223,浦东,川沙,此房近花园位置，视野开阔，简装拎包入住，适合养老。,205万,1室1厅 | 58.64平米 | 东 | 简装 | 低楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_R8Jjw0Y5U_1.jpg.296x216.jpg
20201223,浦东,川沙,精装自住，采光充足，视野开阔，房型正气配套完善,201万,2室1厅 | 74.59平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/a3fbbaba-c6db-4dd0-aa82-75c9486dfe15_1000.jpg.296x216.jpg
20201223,浦东,川沙,一手动迁满五唯一简装，中间楼层，采光好带飘窗,243万,2室2厅 | 83.31平米 | 南 | 简装 | 中楼层(共6层) | 2012年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SzIlH8BKS_1.jpg.296x216.jpg
20201223,浦东,川沙,此房满五不唯一，采光充足，诚心出售。,207万,2室2厅 | 77.74平米 | 南 | 毛坯 | 高楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/fcb6ba95-c3a7-474a-bfd2-817329205dee_1000.jpg.296x216.jpg
20201223,浦东,川沙,翠珠大厦 2室2厅 南,398万,2室2厅 | 139.11平米 | 南 | 简装 | 高楼层(共18层) | 1998年建 | 板楼,http://image1.ljcdn.com/shfdfs-image/20151206/297f7a2f-e572-448d-80f6-e0f4f8844182.jpg.296x216.jpg
20201223,浦东,川沙,业主精装自住，电梯复式，满五年，近地铁，看房方便,480万,4室3厅 | 132平米 | 南 | 精装 | 中楼层(共20层) | 1999年建 | 塔楼,http://image1.ljcdn.com/shfdfs-image/20160630/382f4f39-501f-42c3-81df-23a5d903317b.jpg.296x216.jpg
20201223,浦东,川沙,又见顶楼，又见复式，卖一套少一套的顶楼,550万,3室2厅 | 118.58平米 | 南 | 精装 | 高楼层(共13层) | 2010年建 | 板楼,http://image1.ljcdn.com/310000-inspection/d98d1fd0-30c2-4d16-a902-cef8bb338087.jpg.296x216.jpg
20201223,浦东,川沙,绿海家园 4室2厅 南,570万,4室2厅 | 195.61平米 | 南 | 简装 | 高楼层(共6层) | 2004年建 | 板楼,
20201223,浦东,川沙,新出笋盘，中间楼层，总价低，交通便利新上,195万,1室1厅 | 41.27平米 | 南 | 简装 | 低楼层(共6层) | 1988年建 | 板楼,
20201223,浦东,川沙,电梯房小区 交通位置比较好 总价也比较低,345万,3室1厅 | 101.29平米 | 南 | 简装 | 高楼层(共15层) | 1998年建 | 板楼,http://image1.ljcdn.com/310000-inspection/a748de51-d0b5-444e-a97f-6e16df152eac.jpg.296x216.jpg
20201223,浦东,川沙,04年商品房 南北通透，中间楼层，满五唯一,480万,3室2厅 | 120.8平米 | 南 北 | 简装 | 低楼层(共6层) | 2004年建 | 板楼,
20201223,浦东,川沙,玉兰苑(川沙) 6室4厅 南 北,770万,6室4厅 | 283.21平米 | 南 北 | 简装 | 中楼层(共18层) | 1999年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/0e660757-585f-439b-a607-af704b06948c.png.296x216.jpg
20201223,浦东,川沙,刚需两房 楼层高户型好，采光好，顶楼带阁楼,420万,2室2厅 | 66.19平米 | 南 | 精装 | 高楼层(共13层) | 2010年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/6537db6f-a25c-40f3-943c-8dd5001041b9.png.296x216.jpg
20201223,浦东,川沙,VR房源，精装修，位置好，南北通,326万,2室2厅 | 93.12平米 | 南 | 其他 | 低楼层(共13层) | 2010年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/fcf6af33-525b-4101-803e-d3ca583f31eb.png.296x216.jpg
20201223,浦东,川沙,商品房，小区环境好，交通便利，生活配套完善,1000万,4室2厅 | 164.53平米 | 南 | 简装 | 8层 | 2007年建 | 板楼,
20201223,浦东,川沙,界龙阳光苑舒适大三房，配套齐全。,660万,3室2厅 | 137.05平米 | 南 | 精装 | 中楼层(共6层) | 2004年建 | 板楼,
20201223,浦东,川沙,2008年小区，南北通双阳台，凌空路地铁2号线，位置佳,225万,2室2厅 | 85.52平米 | 南 | 毛坯 | 低楼层(共6层) | 2008年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/ef460fc5-a864-4a95-9dae-98e01222d2d6.png.296x216.jpg
20201223,浦东,川沙,新德三村 3室2厅 南,240万,3室2厅 | 58平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/5fc21669-c065-429e-a8b0-fc1574272dc7.png.296x216.jpg
20201223,浦东,川沙,新德四村 1室1厅 南新上,162万,1室1厅 | 37.88平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/x-se/310000-frame/a68ed434-afcd-469a-adc6-e232c28385b8.jpg.296x216.jpg
20201223,浦东,川沙,江绣苑 南北户型两房 楼层好 看房方便 一手动迁新上,225万,2室2厅 | 83.43平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,
20201223,浦东,川沙,此房满五唯一 税费少 采光充足 视野宽阔新上,210万,2室1厅 | 75平米 | 南 北 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/x-se/hdic-frame/851ebf6c-8173-46ff-8efc-e2ed83c1ba72.png.296x216.jpg
