20201223,杨浦,中原,店长推荐独栋全明户型，配套齐全必看好房,317万,2室1厅 | 60.84平米 | 东南 | 精装 | 低楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/3ce7afd1-058d-4ed5-9cb8-85faeadd665f_1000.jpg.296x216.jpg
20201223,杨浦,中原,户型方正+采光无遮挡+视野好+近地铁+欧尚超市,210万,1室1厅 | 41.7平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/fba703a5-1cc1-447a-840e-fdc14b7c6cfc_1000.jpg.296x216.jpg
20201223,杨浦,中原,城市名园大三房 主卧厅朝南带阳台，厨卫全明,660万,3室2厅 | 135.96平米 | 南 | 简装 | 低楼层(共30层) | 2005年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_we6zSJm68_1.jpg.296x216.jpg
20201223,杨浦,中原,开鲁路382弄 1室1厅 南,205万,1室1厅 | 42.07平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-f7979294-aba5-4b5a-b68e-d8927f13a37d.png.296x216.jpg
20201223,杨浦,中原,市光三村 1室1厅 西南,200万,1室1厅 | 43.89平米 | 西南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/c786c5b0-42e8-4a79-93cd-1436223743f2_1000.jpg.296x216.jpg
20201223,杨浦,中原,业主诚意出售，采光前后没遮挡。房主自荐,540万,2室2厅 | 107.05平米 | 南 北 | 简装 | 低楼层(共30层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/7a70956e-7a20-4091-a9b5-0f743ba4fa6a_1000.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一税费少，婚房装修，拎包即可入住,386万,2室1厅 | 66.49平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_UHZHcCONi_1.jpg.296x216.jpg
20201223,杨浦,中原,精装两房 南北格局 通风良好 采光好视野开阔 看房方便房主自荐,235万,2室1厅 | 39.67平米 | 南 北 | 精装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-83306738-247e-4cf7-9b9d-d2582c8c5278.jpg.296x216.jpg
20201223,杨浦,中原,大 三 房 ，朝  南 双 阳 台 ，采 光 充 足,700万,3室2厅 | 137.29平米 | 南 北 | 简装 | 中楼层(共30层) | 2005年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-fed519ad-61f9-4b68-88ea-b8b794c364e7.jpg.296x216.jpg
20201223,杨浦,中原,市光三村 2室1厅 南,268万,2室1厅 | 47.82平米 | 南 | 其他 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_eifofLUgH_1.jpg.296x216.jpg
20201223,杨浦,中原,国和一村 1室1厅 南新上,300万,1室1厅 | 48.38平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_3UmDF0IQ4_1.jpg.296x216.jpg
20201223,杨浦,中原,工农三村 1室1厅 东新上,215万,1室1厅 | 39.81平米 | 东 | 其他 | 中楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/ebc6b51c-57fe-46a1-ba02-24650074beda_1000.jpg.296x216.jpg
20201223,杨浦,中原,殷行一、二村 2室1厅 南新上,290万,2室1厅 | 50.95平米 | 南 | 其他 | 高楼层(共6层) | 1981年建 | 板楼,http://image1.ljcdn.com/110000-inspection/e3281549-ae16-401f-8900-fd179ab7edb5_1000.jpg.296x216.jpg
20201223,杨浦,中原,开鲁五村 2室1厅 南,410万,2室1厅 | 73.73平米 | 南 | 精装 | 中楼层(共13层) | 1995年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/405a7924-14cc-4f4f-b506-5cb982a4146b_1000.jpg.296x216.jpg
20201223,杨浦,中原,中间楼层 采光好 日照足 房龄新 客厅大房主自荐,499万,2室1厅 | 84.82平米 | 南 北 | 简装 | 中楼层(共6层) | 2001年建 | 板楼,http://image1.ljcdn.com/110000-inspection/8f6e0c32-ee76-4df7-9dcb-254fbda6ca4f_1000.jpg.296x216.jpg
20201223,杨浦,中原,工农三村 1室1厅 南,245万,1室1厅 | 50.62平米 | 南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/43e08271-9e3e-449d-98f7-702240cd71d5_1000.jpg.296x216.jpg
20201223,杨浦,中原,殷行路571弄 1室1厅 南新上,215万,1室1厅 | 39.98平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/39434d41-aca9-432d-8af4-8bc40c106234_1000.jpg.296x216.jpg
20201223,杨浦,中原,南北通透格局，楼层好，采光充足，视野开阔,230万,2室0厅 | 46.34平米 | 南 北 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-a3ad9124-1bc8-4eb0-86d8-cc621323010c.png.296x216.jpg
20201223,杨浦,中原,市光四村低楼层交通便利配套齐全,360万,2室1厅 | 67.78平米 | 南 | 毛坯 | 低楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/c488df35-8f68-4470-a4c2-ea97ccdca18d_1000.jpg.296x216.jpg
20201223,杨浦,中原,户型方正  诚意出售  看房方便房主自荐,315万,2室1厅 | 62平米 | 东南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/6a19cf00-3fe4-41b8-9771-c53089237dd3_1000.jpg.296x216.jpg
20201223,杨浦,中原,97年商品房+一梯两户+南北两房+配套齐全+欧尚地铁！,375万,2室1厅 | 61.89平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/769a9257-b9e2-46b3-9667-0066548bdf37_1000.jpg.296x216.jpg
20201223,杨浦,中原,此房满五唯一，楼层好，无遮挡，采光充足,230万,1室1厅 | 46.21平米 | 南 | 简装 | 高楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/c8f78b57-7641-4767-a124-a28800d43562_1000.jpg.296x216.jpg
20201223,杨浦,中原,南北通透，产权清晰，小区已做美丽家园,450万,2室1厅 | 87.11平米 | 南 北 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/91037001-9f90-4cde-8f01-b6ba92b46b0b_1000.jpg.296x216.jpg
20201223,杨浦,中原,国和一村 1室1厅 南,225万,1室1厅 | 43.64平米 | 南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_CdbHnH9lb_1.jpg.296x216.jpg
20201223,杨浦,中原,西边套全明两房，全明无遮挡，您想要的安居两室,262万,2室1厅 | 50.79平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_SGYLnaVEi_1.jpg.296x216.jpg
20201223,杨浦,中原,莱茵半岛 5室2厅 南 北,1600万,5室2厅 | 233.86平米 | 南 北 | 简装 | 低楼层(共8层) | 2002年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_nNXMtKeh5_1.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一税费少，全明户型通风好，诚意出售随时看房房主自荐,270万,2室1厅 | 50.69平米 | 南 | 简装 | 中楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/5659d0cb-74a0-4cd7-a79e-f71409b6b672_1000.jpg.296x216.jpg
20201223,杨浦,中原,殷行路310弄 1室1厅 东南房主自荐,230万,1室1厅 | 42.32平米 | 东南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/102c155d-1c6a-4b55-892f-99b0ce5f6caf_1000.jpg.296x216.jpg
20201223,杨浦,中原,双南两房 一梯2户 业主诚意出售,325万,2室1厅 | 53.96平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/113be732-9b68-4360-ae04-b264c1bb6000_1000.jpg.296x216.jpg
20201223,杨浦,中原,南北通，精装修，采光足，税费少,330万,2室1厅 | 63.04平米 | 南 北 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/c7f7d0ec-08c3-4009-b0ad-e3024feaa30d_1000.jpg.296x216.jpg
20201223,杨浦,中原,楼层好，产权清晰，采光充足，诚意出售,250万,1室1厅 | 49.2平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/f314d93f-f9d5-4082-b466-6290ad4ce442_1000.jpg.296x216.jpg
20201223,杨浦,中原,高楼层 近地铁 采光好 日照充足 客厅大房主自荐,318万,2室1厅 | 56.67平米 | 西南 | 简装 | 高楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/64e8ef79-8507-450b-91ee-2a34785ea76e_1000.jpg.296x216.jpg
20201223,杨浦,中原,一房一厅，精装可拎包入住，全明户型，生活舒适度高,295万,1室1厅 | 58平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-33c0bcf3-4cd9-4051-8455-a363570ae936.jpg.296x216.jpg
20201223,杨浦,中原,双南大面积一房一厅，户型方正，全明户型，无遮挡房主自荐,320万,1室1厅 | 67.43平米 | 南 | 简装 | 低楼层(共17层) | 2005年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_OJ8a3uj6L_1.jpg.296x216.jpg
20201223,杨浦,中原,居家装修 拎包入住 近地铁 近欧尚 厅房同宽 一房房主自荐,210万,1室1厅 | 40.08平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/fb075076-0bb6-4783-add0-f371502db6cd_1000.jpg.296x216.jpg
20201223,杨浦,中原,低楼层爬楼不累，紧凑小一房  ！房主自荐,215万,1室1厅 | 36.64平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_mNnkFCjiT_1.jpg.296x216.jpg
20201223,杨浦,中原,市光三村 2室0厅 南,325万,2室0厅 | 50.86平米 | 南 | 简装 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/d21b1a52-97b9-4d79-8fba-34576149b63b_1000.jpg.296x216.jpg
20201223,杨浦,中原,开鲁四村 1室1厅 南新上,245万,1室1厅 | 43平米 | 南 | 其他 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/670cc29e-bcb3-45d9-a226-6accc2863fa4_1000.jpg.296x216.jpg
20201223,杨浦,中原,市光三村 1室0厅 南新上,225万,1室0厅 | 36.65平米 | 南 | 简装 | 低楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/f21b81bd-f87f-49c2-9082-d6d07e03e0d6_1000.jpg.296x216.jpg
20201223,杨浦,中原,售后公房 全明两房 视野好 看房方便房主自荐,278万,2室1厅 | 58.81平米 | 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-24cc4b4e-e607-406b-b19a-139d103d8113.png.296x216.jpg
20201223,杨浦,中原,采光充足，厅房同宽，拎包入住，产权清晰,225万,1室1厅 | 43.7平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/4a3d2b55-7d4a-417b-91db-dc960d0b079a_1000.jpg.296x216.jpg
20201223,杨浦,中原,朝南全明精装修小两房，高楼层采光好，满五唯一,245万,2室1厅 | 46.21平米 | 南 北 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/674ba140-feb2-41be-aa9a-e532cc6d0517_1000.jpg.296x216.jpg
20201223,杨浦,中原,国和一村 1室1厅 南,215万,1室1厅 | 40.36平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/f219c610-9d25-4a29-98c0-44fb30f318f4_1000.jpg.296x216.jpg
20201223,杨浦,中原,品质小区，全命户型，精装修，四房两厅。,968万,4室2厅 | 140.15平米 | 南 北 | 精装 | 低楼层(共11层) | 2007年建 | 板楼,http://image1.ljcdn.com/110000-inspection/2fbd35e6-7871-405d-8516-93ab1ce15ae6_1000.jpg.296x216.jpg
20201223,杨浦,中原,电梯房 满五唯一 大两房户型 南北通,540万,2室2厅 | 112.43平米 | 南 北 | 精装 | 低楼层(共30层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/564cb468-81b6-4163-9f6f-e91333cc62b6_1000.jpg.296x216.jpg
20201223,杨浦,中原,民星一村 2室1厅 南,370万,2室1厅 | 56.85平米 | 南 | 简装 | 低楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_2Dcpvv7VS_1.jpg.296x216.jpg
20201223,杨浦,中原,近地铁，非顶楼，厅房同宽户型，满五唯一,205万,1室1厅 | 37.47平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/3a4c654c-cc32-46e9-b03c-1e87b0961829_1000.jpg.296x216.jpg
20201223,杨浦,中原,殷行路451弄 2室1厅 南房主自荐,330万,2室1厅 | 58.5平米 | 南 | 简装 | 低楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/016287d4-8997-4d5e-9b1e-6cb313de060e_1000.jpg.296x216.jpg
20201223,杨浦,中原,楼层好，精装修，诚意出售，拎包入住。,199万,1室1厅 | 34.46平米 | 南 | 精装 | 中楼层(共5层) | 1979年建 | 板楼,http://image1.ljcdn.com/110000-inspection/2594d03e-0cba-49ea-bf50-ef1242216f74_1000.jpg.296x216.jpg
20201223,杨浦,中原,市光四村 2室1厅 西南,330万,2室1厅 | 71.74平米 | 西南 | 毛坯 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/10aa1557-b39c-4d8c-9dea-f384f7f3b054_1000.jpg.296x216.jpg
20201223,杨浦,中原,黑山小区 2室0厅 南,288万,2室0厅 | 50.33平米 | 南 | 其他 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/da799181-b133-4293-97ed-690066927c04_1000.jpg.296x216.jpg
20201223,杨浦,中原,尖顶很高 视野开阔，8号线地铁口，满五税少,225万,1室1厅 | 42.69平米 | 南 | 毛坯 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/d8402b10-7926-4a73-b863-44c655d2ab09_1000.jpg.296x216.jpg
20201223,杨浦,中原,满五唯一，售后公房，小区第二排，中间位置。,430万,2室1厅 | 68.39平米 | 南 | 毛坯 | 中楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/096b541d-d6eb-4713-b1c1-9e8fa5e12f15_1000.jpg.296x216.jpg
20201223,杨浦,中原,原始户型为三房，楼层好，户型较好,507万,3室1厅 | 85平米 | 南 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/9a930c54-8680-4f38-8034-f7b8b07e260a_1000.jpg.296x216.jpg
20201223,杨浦,中原,05年纯商品房，比邻共青公园，八号线旁，静谧舒适！,509万,2室1厅 | 79.08平米 | 南 | 精装 | 高楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Gb5SpZg7x_1.jpg.296x216.jpg
20201223,杨浦,中原,国和一村 1室1厅 南,232万,1室1厅 | 43.01平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_abOw9wsrj_1.jpg.296x216.jpg
20201223,杨浦,中原,殷行路451弄 1室1厅 南,218万,1室1厅 | 42.07平米 | 南 | 简装 | 中楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_G3An5VcnX_1.jpg.296x216.jpg
20201223,杨浦,中原,公交地铁很便利、透气性好、全明户型、可塑性不错。房主自荐,223万,1室1厅 | 41.48平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/c6a18d70-0550-42b9-a79c-46b5516238e8_1000.jpg.296x216.jpg
20201223,杨浦,中原,满五年唯一住房，通风好，采光佳,200万,1室1厅 | 41.79平米 | 南 | 简装 | 高楼层(共5层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/test-716d6d5c-ff24-4cb8-90b5-67aec64ed617.png.296x216.jpg
20201223,杨浦,中原,总价低 采光无遮挡 市光三村南北两室 诚心出售,225万,2室1厅 | 47.49平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_vTL5Vp3ey_1.jpg.296x216.jpg
20201223,杨浦,中原,一梯两户，南北套两房，产权清晰,310万,2室1厅 | 58.81平米 | 北 南 | 简装 | 高楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_awE7JEj3X_1.jpg.296x216.jpg
20201223,杨浦,中原,市光一村 2室1厅 南,420万,2室1厅 | 70.65平米 | 南 | 简装 | 高楼层(共18层) | 1991年建 | 塔楼,http://image1.ljcdn.com/110000-inspection/1c933504-3e01-49ef-bb1f-d49309ca7f99_1000.jpg.296x216.jpg
20201223,杨浦,中原,舒适楼层，前面有花园，采光无遮挡，诚意出售,220万,1室1厅 | 39.47平米 | 南 | 简装 | 低楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_XYeLF2Sxf_1.jpg.296x216.jpg
20201223,杨浦,中原,厨卫朝北，精装修，拎包入住，小区环境好,328万,2室1厅 | 62.14平米 | 南 | 精装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/01d3022c-197b-4a9f-8fbd-4f05bf4979f8_1000.jpg.296x216.jpg
20201223,杨浦,中原,拎包入住、紧靠地铁站、中原流量板块房主自荐,210万,1室1厅 | 40.48平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_Z0oyihanC_1.jpg.296x216.jpg
20201223,杨浦,中原,采光通风好，无任何遮挡，诚意出售房主自荐,182万,1室0厅 | 35.97平米 | 南 | 简装 | 高楼层(共6层) | 1981年建 | 板楼,http://image1.ljcdn.com/110000-inspection/72c6018a-4a7a-4175-b910-4344862ded2a_1000.jpg.296x216.jpg
20201223,杨浦,中原,中间楼层、精装修、长海医院，五角场，配套全房主自荐,300万,2室1厅 | 50.44平米 | 南 | 精装 | 中楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/8e92ca8e-eb65-459a-8fec-15d018de2c2d_1000.jpg.296x216.jpg
20201223,杨浦,中原,房东诚意出售，看房方便，前无遮挡，视野开阔,202万,1室1厅 | 42.07平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/49b6341d-6821-4171-ad40-f39c5fdb1a48_1000.jpg.296x216.jpg
20201223,杨浦,中原,楼层好  装修保养好 可直接拎包入住  诚意出售,235万,1室1厅 | 40.2平米 | 南 | 精装 | 中楼层(共7层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/556f6409-4c44-4973-932c-01f1ebd66976_1000.jpg.296x216.jpg
20201223,杨浦,中原,近地铁，低楼层，房东诚意出售。房主自荐,259万,1室1厅 | 47.52平米 | 南 | 简装 | 低楼层(共6层) | 1991年建 | 板楼,http://image1.ljcdn.com/110000-inspection/51f7aa85-3bfe-43f6-b61d-689653dd7ff3_1000.jpg.296x216.jpg
20201223,杨浦,中原,精装修一房一厅，税费低，看房方便，房东诚意出售,206万,1室1厅 | 42.07平米 | 南 | 精装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/0e8aa5b4-268e-43dd-ba0c-39603fd96ec9_1000.jpg.296x216.jpg
20201223,杨浦,中原,少有！南北好房！厨卫朝外！中间楼层！近地铁！,240万,1室1厅 | 42.87平米 | 南 | 毛坯 | 中楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/9eb0607b-488b-408d-933d-005d008febbb_1000.jpg.296x216.jpg
20201223,杨浦,中原,小区稀有户型，全明南北通，中间楼层，税费各付,205万,1室1厅 | 36.19平米 | 南 | 简装 | 中楼层(共5层) | 1981年建 | 板楼,http://image1.ljcdn.com/110000-inspection/08f9f0e5-3dd6-4ea4-9b32-e235df0c4d75_1000.jpg.296x216.jpg
20201223,杨浦,中原,美丽新家园，正规大一房，视野棒，业主诚意出售,215万,1室1厅 | 42.07平米 | 南 | 简装 | 高楼层(共6层) | 1987年建 | 板楼,http://image1.ljcdn.com/110000-inspection/b67554c5-1b9e-4716-855d-3fdead9e4bbf_1000.jpg.296x216.jpg
20201223,杨浦,中原,名下唯一、中间楼层、精装修、可拎包入住,226.6万,1室1厅 | 39.76平米 | 南 | 精装 | 中楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/69a1838e-8750-4c19-bdea-a9777a36e70d_1000.jpg.296x216.jpg
20201223,杨浦,中原,房东诚意出售 采光充足无遮挡  总价低  精装修,219万,1室1厅 | 36.96平米 | 南 | 精装 | 高楼层(共7层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/5e07129e-7328-422e-a5e3-67cf86eeebb1_1000.jpg.296x216.jpg
20201223,杨浦,中原,房子简装修 看房方便 满五年唯一 看房方便,320万,2室1厅 | 54.18平米 | 南 | 精装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_zBAFDVr3X_1.jpg.296x216.jpg
20201223,杨浦,中原,房型正气，格局好，卧室朝南，很通透，卫浴全明,195万,1室1厅 | 39.69平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_DLHMxjcQa_1.jpg.296x216.jpg
20201223,杨浦,中原,离地铁近 新精装修 视野开阔 采光好,235万,1室1厅 | 42.88平米 | 南 北 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-22a0356a-20aa-4fc8-ab1b-10c4d71232aa.jpg.296x216.jpg
20201223,杨浦,中原,简单装修 南北通 全明  交通方便 配套齐 生活交通便利,325万,2室1厅 | 57.18平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/prod-92a1ce91-010b-47f8-999d-9f9282f93d7a.jpg.296x216.jpg
20201223,杨浦,中原,满五年唯一住宅，看房随时，精装修，业主诚意出售，,182万,1室1厅 | 42.4平米 | 西南 | 精装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_hZ4gmSSl8_1.jpg.296x216.jpg
20201223,杨浦,中原,近地铁，房东急卖，满五唯一，税费少。房主自荐,225万,1室1厅 | 45.13平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_ZIopDre18_1.jpg.296x216.jpg
20201223,杨浦,中原,靠8号线，厨卫朝北全明，厅带窗,295万,1室1厅 | 51.66平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_TNHrVNWdZ_1.jpg.296x216.jpg
20201223,杨浦,中原,精品三房，精致装修，售后公房，满五唯一,405万,3室1厅 | 80.21平米 | 南 | 精装 | 中楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/310000-inspection/pc1_O7qUnZZlF_1.jpg.296x216.jpg
20201223,杨浦,中原,惊！！ 总价超低，装修好，中原好地段，生活便利,250万,1室1厅 | 45.04平米 | 南 | 精装 | 高楼层(共6层) | 1997年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_zmY11Q072_1.jpg.296x216.jpg
20201223,杨浦,中原,精装双南，户型正气，近地铁八号线房主自荐,323万,2室1厅 | 54.18平米 | 南 北 | 精装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_8F85Q0NQA_1.jpg.296x216.jpg
20201223,杨浦,中原,开鲁六村 2室1厅 南,320万,2室1厅 | 66平米 | 南 | 其他 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/512ce23a-8815-4080-8354-e69be38f7988_1000.jpg.296x216.jpg
20201223,杨浦,中原,精装修 拎包入住 南北两房 采光充足,380万,2室1厅 | 59.76平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,http://image1.ljcdn.com/110000-inspection/eb1e5fe4-8dc4-4364-8ca2-ad322229e7db_1000.jpg.296x216.jpg
20201223,杨浦,中原,采光好 楼层低好 业主诚意出售 南北通房主自荐,239万,1室1厅 | 42.08平米 | 南 | 其他 | 低楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_MLRmXdQac.jpg.296x216.jpg
20201223,杨浦,中原,开鲁六村 1室1厅 南,200万,1室1厅 | 41.49平米 | 南 | 精装 | 高楼层(共6层) | 1989年建 | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_FZuM7sJ6C_1.jpg.296x216.jpg
20201223,杨浦,中原,近民星公园  近地铁，欧尚超市，楼层好，采光好。,235万,1室1厅 | 42.54平米 | 南 | 简装 | 低楼层(共6层) | 1988年建 | 板楼,http://image1.ljcdn.com/110000-inspection/59354cf9-83d0-42dc-9a01-49279fcf7360_1000.jpg.296x216.jpg
20201223,杨浦,中原,房型正气  南北通  业主诚售  看房方便,205万,1室1厅 | 40.72平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,http://image1.ljcdn.com/110000-inspection/pc1_I31ZaBSOl_1.jpg.296x216.jpg
20201223,杨浦,中原,此房满五不唯一，高楼层，采光和通风好，近地铁房主自荐,195万,1室1厅 | 39.69平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,http://image1.ljcdn.com/110000-inspection/c1849934-1b4f-494f-af5f-1b0344798454_1000.jpg.296x216.jpg
20201223,杨浦,中原,厅房同宽+一室一厅+拎包入住+采光好,250万,1室1厅 | 45.26平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,http://image1.ljcdn.com/110000-inspection/bfe3d028-ea53-4298-ae5c-437839316add_1000.jpg.296x216.jpg
20201223,杨浦,中原,简单装修给你无限的装修改造空间小房型也有大空间,220万,1室1厅 | 38.7平米 | 南 | 简装 | 高楼层(共6层) | 1990年建 | 板楼,http://image1.ljcdn.com/110000-inspection/dbd2e7df-ed6a-489d-b090-af8b8bcba26a_1000.jpg.296x216.jpg
20201223,杨浦,中原,近地铁交通便利，三甲医院，欧尚购物，户型格局稳。,220万,1室1厅 | 36.6平米 | 南 | 精装 | 低楼层(共6层) | 1986年建 | 板楼,http://image1.ljcdn.com/110000-inspection/cb906625-f216-4deb-b10c-83229c86624a_1000.jpg.296x216.jpg
20201223,杨浦,中原,市光三村 2室1厅 南,500万,2室1厅 | 71.8平米 | 南 | 精装 | 低楼层(共6层) | 2005年建 | 板楼,http://image1.ljcdn.com/110000-inspection/682d1206-a2b3-464f-8c7d-84c9602c8f3f_1000.jpg.296x216.jpg
20201223,杨浦,中原,精装修、厅房同宽一房、厨卫朝外、通风好,230万,1室1厅 | 43.2平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,http://image1.ljcdn.com/110000-inspection/13c261df-7dc0-4f9b-aae4-22486ef0b02a_1000.jpg.296x216.jpg
